,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8
167,1725.583333,795.5277778,747.4722222,383.0277778,712.1388889,255.4166667,247.75,1820.194444
168,1586.083333,550.7222222,407.1666667,215.1388889,529.8055556,260.3333333,172.2222222,2717.666667
169,999.4166667,558.9444444,525.0555556,501.25,1917.75,491.9166667,427.4166667,2421.444444
170,2725.75,811.3333333,1481.555556,873.5833333,1216.222222,965.3888889,659.8611111,4399.666667
171,665.1388889,517.2222222,307.9722222,272.2777778,507.0833333,308.3611111,359.1944444,2035.805556
172,994.9722222,1157.444444,1076.083333,756.8333333,901,1091.583333,1117.083333,1305.305556
173,596.8333333,401.4722222,672.5555556,689.7222222,869.75,834.2222222,657.5555556,1356.388889
174,625.9166667,469.3888889,465.8611111,690.0833333,669.7222222,986.3333333,985.0833333,1544.583333
175,425.5,269.1388889,336.3055556,443.5277778,750.25,783.9722222,902.9444444,1722.833333
176,511.5277778,332.4444444,414.6111111,470,1046.916667,676.1388889,678.3888889,1098.916667
177,1112.666667,582.25,659.75,513.7222222,731.1666667,476.1666667,573.9444444,1826
178,313.4166667,254.3055556,245.7222222,118.3055556,147.2777778,113.0277778,138.7777778,1020.305556
179,1579.611111,1163.833333,1220.527778,656.0833333,736.25,334.1666667,283.1111111,1694.333333
180,614.0277778,982.0555556,924.25,531.9166667,670.8888889,724.6388889,578.5,1176.583333
181,862.6111111,1174.833333,981.4444444,791.5833333,1057.944444,976.5,993.5,1008.527778
182,789.8055556,1245.416667,1542.527778,539,717.8055556,518.0555556,340.4722222,1096.916667
183,832.1111111,619.1666667,932.25,510.75,787.25,553.1666667,461.6666667,893.3611111
184,976.4444444,1149.444444,1097.472222,764.1666667,1060.777778,699.3888889,664.75,1275.361111
185,2341.138889,2314.666667,2198.388889,1240.722222,1691.583333,918.6944444,811.2777778,1733.833333
186,1635.777778,965.9444444,691.5833333,418.3055556,1056.972222,293.5277778,284.5833333,2150.305556
187,1294.277778,904.3611111,747.0833333,187.2777778,751.6944444,208.1111111,234.9444444,2413.944444
188,1612.25,557.1666667,1118.75,513.8611111,1157.472222,1042.166667,639.8333333,2292.75
189,2504.972222,1627.25,820.9444444,527.2222222,877.75,631.2222222,623.2777778,2792.333333
190,938,592.6944444,1013.333333,996.1111111,1739.5,933.6388889,1014.944444,952.8888889
191,3140.916667,1322.583333,1299.722222,1211.527778,2973.5,1313.305556,1167.416667,3973.305556
192,345.5277778,211.6388889,414.8611111,415.6111111,539.4444444,860.5,1235.75,1393.916667
193,338.4444444,299.4722222,432.4444444,920.25,529.9166667,972.6944444,1159.861111,1588.833333
194,938.6944444,417.0833333,657.3333333,499.6944444,752.4444444,476.5,326.5,1859.833333
195,438.8888889,328.9722222,693.5833333,656.9444444,1155.888889,867,860.2777778,1492.25
196,873.5833333,643.5833333,577.2222222,627.6944444,1065.944444,718.5833333,856.2777778,1685.805556
